,Unnamed: 0,Unnamed: 0.1,vid,title,description,thumbnail,view_counts,t_emoji_count,t_word_count,t_punctuation_count,t_length,t_lang,d_emoji_count,d_word_count,d_punctuation_count,d_length,d_lang
502,502,2,JFVNT3ZEEi4,The money I win at a casino is my budget for food for the whole day!,Social Media's: Instagram: https://www.instagram.com/tommywinkler/ TikTok: https://www.tiktok.com/@tommywinkler? Twitter: ...,https://i.ytimg.com/vi/JFVNT3ZEEi4/default.jpg,234761,0,16,1,68,en,0,16,23,125,en
503,503,3,tHe2YIWitLs,The easiest food to grow at home (Sprouts),For the full video breakdown and more money saving recipes - https://www.youtube.com/watch?v=GAuHerZRl1s&t=3s.,https://i.ytimg.com/vi/tHe2YIWitLs/default.jpg,31416,0,8,2,42,en,0,19,12,110,en
504,504,4,y4zIIbjK7vs,Food On The World&#39;s Longest Flight😱 19 Hours - New York to Singapore!,Airline catering out of New York is a bigger deterrent from moving there than the rats imo     #airlines #singaporeairlines #flying ...,https://i.ytimg.com/vi/y4zIIbjK7vs/default.jpg,3580609,1,14,5,73,en,0,20,6,135,en
505,505,5,GFCxyXUhc9Y,"Aldi closing in North Minneapolis, propelling ‘food desert’ label","Aldi is set to close a location in North Minneapolis, leaving only two grocery stores offering fresh produce left in a large region of ...",https://i.ytimg.com/vi/GFCxyXUhc9Y/default.jpg,40043,0,9,1,65,en,0,24,4,138,en
506,506,6,6gdVayf_WK0,Most Fast Food Restaurants Visited In 24 Hours (Official World Record),shorts #guinnessworldrecords #fastfood.,https://i.ytimg.com/vi/6gdVayf_WK0/default.jpg,28893076,0,11,2,70,en,0,3,3,39,en
507,507,7,pQWlPRXqKCM,EVERYTHING I Ate at California Adventure! 😮 #disney #disneyland #californiaadventure #food,Thanks for watching! Megan.,https://i.ytimg.com/vi/pQWlPRXqKCM/default.jpg,434569,1,10,5,90,en,0,4,2,27,en
508,508,8,xYnwTV3Fz7s,Rating food at Disneyland 1-10😋😯…#shorts,,https://i.ytimg.com/vi/xYnwTV3Fz7s/default.jpg,217317,2,7,2,40,en,0,1,0,3,tl
509,509,9,p3zb4fwFd3E,The Meg (2018) - Shark Food Scene (3/10) | Movieclips,The Meg - Shark Food: Meiying (Sophia Cal) runs afoul the Meg. BUY THE MOVIE: ...,https://i.ytimg.com/vi/p3zb4fwFd3E/default.jpg,68418633,0,9,7,53,en,0,14,9,81,en
510,510,10,frN3nvhIHUk,Do You Like Broccoli Ice Cream? | Super Simple Songs,"Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Stream the full new ""Do You Like Broccoli Ice Cream? & More Kids ...",https://i.ytimg.com/vi/frN3nvhIHUk/default.jpg,723056175,0,9,2,52,en,0,21,12,128,en
511,511,11,5KdxbSULD78,SEKAI NO OWARI「Food」,SEKAI NO OWARI「Food」 New Album 「Eye」「Lip」NOW ON SALE ! Director：Jun Tamukai ＜iTunes プレオーダー＞ ▽Eye ...,https://i.ytimg.com/vi/5KdxbSULD78/default.jpg,2608530,0,4,0,20,en,0,17,4,100,en
512,512,12,4ayBlKAUHN8,Eating only Circle Food for a Day || 24 Hours Circle Shaped Food 😍 ⭕️ 🍩 🍔,,https://i.ytimg.com/vi/4ayBlKAUHN8/default.jpg,5150394,4,12,2,73,en,0,1,0,3,tl
513,513,13,Wph8M6GLiiQ,Italian Food VS American Food! (Food Battle),Social Media's: Instagram: https://www.instagram.com/tommywinkler/ TikTok: https://www.tiktok.com/@tommywinkler? Twitter: ...,https://i.ytimg.com/vi/Wph8M6GLiiQ/default.jpg,187287,0,7,3,44,en,0,16,23,125,en
514,514,14,PeNMr2_4W9I,Ordering the SAME food as the PERSON in front of us #shorts #ashortaday,streetfood #zomato #worstrated #foodreview #zomatoreview #foodlover #foodshorts #foodchallenge #foodreview #chips ...,https://i.ytimg.com/vi/PeNMr2_4W9I/default.jpg,1508746,0,13,2,71,en,0,10,12,117,en
515,515,15,BZSXL06psZ8,GENIUS FOOD HACKS 🍫 #shorts,Thank you for watching. Subscribe to Mr Degree Music: https://player.epidemicsound.com.,https://i.ytimg.com/vi/BZSXL06psZ8/default.jpg,4587989,1,4,1,27,en,0,13,8,87,en
516,516,16,3GO8NYAOtok,🥹 CRUMBLE COOKIE REVIEW 🥹 #food #foodreview #foodie #shorts,,https://i.ytimg.com/vi/3GO8NYAOtok/default.jpg,65673,2,7,4,59,en,0,1,0,3,tl
517,517,17,h2l8FRj-v4U,How Much Is Food at Nintendo World? (Universal Hollywood Lunch) #shorts,All of my youtube videos and vlogs can be found here! https://youtube.com/themeparkshark How Much Money Does It Cost To ...,https://i.ytimg.com/vi/h2l8FRj-v4U/default.jpg,256631,0,11,4,71,en,0,22,9,123,en
518,518,18,e3aiyzZRZok,Cinnamon Roll-Wrapped Pancakes | Food Network | #Shorts,Unravel store-bought cinnamon roll dough to make swirled PANCAKES that are the best of both worlds! Get the recipe ...,https://i.ytimg.com/vi/e3aiyzZRZok/default.jpg,2742,0,7,4,55,en,0,20,5,118,en
519,519,19,o8VeR_iedxs,FOOD CULTURE FORWARD: Savory Soft Drinks - Dig More Japan,Learn more about food in Japan on NHK WORLD-JAPAN!,https://i.ytimg.com/vi/o8VeR_iedxs/default.jpg,2158,0,9,2,57,en,0,10,2,50,en
520,520,20,59aHEOsttg8,Aarti Sequeira&#39;s Peanut-Fried Steak with Yogurt Turmeric Gravy | Guy&#39;s Ranch Kitchen | Food Network,"Aarti makes a creamy, spiced yogurt gravy to pair with fried steaks coated in a crunchy peanut chutney! Subscribe to ...",https://i.ytimg.com/vi/59aHEOsttg8/default.jpg,3128,0,18,9,107,en,0,20,5,120,en
521,521,21,tj43Lva0L54,Let&#39;s Make a Pizza Song (Food Song) - ChuChu TV Nursery Rhymes &amp; Kids Songs,"Baby Taku, ChuChu and ChaCha have a pizza party with their mommy and daddy. They roll and pat the dough themselves.",https://i.ytimg.com/vi/tj43Lva0L54/default.jpg,6050830,0,16,8,83,en,0,21,3,115,en
522,522,22,FT72jyZDzkw,Trying Random Restaurants From DoorDash: Indian Street Food 🇮🇳,Social Media Links     Instagram: https://www.instagram.com/blatantreviewz/?hl=en TikTok: ...,https://i.ytimg.com/vi/FT72jyZDzkw/default.jpg,2229114,1,8,1,62,en,0,12,14,93,id
523,523,23,Z-LiZJq57kM,When you try to befriend the lunch lady to get better food 😬😬,Watch the full video here: https://www.youtube.com/watch?v=F_XPwYzwHgY&t=508s Join this channel to get access to perks: ...,https://i.ytimg.com/vi/Z-LiZJq57kM/default.jpg,165757,2,12,0,61,en,0,22,16,123,en
524,524,24,kJvLtLcE5OI,Best fast food of Germany,,https://i.ytimg.com/vi/kJvLtLcE5OI/default.jpg,1970636,0,5,0,25,en,0,1,0,3,tl
525,525,25,bTt62Ok_rRw,What I Eat in a Day 🍰 #shorts #youtubeshorts #whatieatinaday #ashortaday #food,,https://i.ytimg.com/vi/bTt62Ok_rRw/default.jpg,318890,1,11,5,78,en,0,1,0,3,tl
526,526,26,M3Qyvtr07Zk,Trying instant Korean Noodles today #food #makeup #youtubeshorts,,https://i.ytimg.com/vi/M3Qyvtr07Zk/default.jpg,215962,0,8,3,64,en,0,1,0,3,tl
527,527,27,S6rjQXFxko8,TRABALHANDO EM UM FAST FOOD POR 24 HORAS !! #shorts,,https://i.ytimg.com/vi/S6rjQXFxko8/default.jpg,7968288,0,9,3,51,en,0,1,0,3,tl
528,528,28,SOwnfvo6MuU,How Much Food $100 Gets You At DISNEYLAND,Subscribe to my vlog Second Channel: https://www.youtube.com/channel/UCQbaR52trCoaz0epyLWh71Q Check out Justin: ...,https://i.ytimg.com/vi/SOwnfvo6MuU/default.jpg,37342752,0,8,1,41,en,0,15,12,115,en
529,529,29,4s6QcoopRcE,Eating Gordon Ramsay&#39;s Food For 24 Hours,"London, England! #shorts #gordonramsay #london.",https://i.ytimg.com/vi/4s6QcoopRcE/default.jpg,3559598,0,9,3,44,en,0,5,6,47,en
530,530,30,2yjhhrbPmXI,Eating Only Rainbow Food for 24 hrs 😋😍 | Holi Special Challenge 😍 #LetsPlayHoli,"New channel : https://www.youtube.com/channel/UC92EFrsOrH7oCyTjV5gG4bw whats cookin, good lookin I post reviews of new ...",https://i.ytimg.com/vi/2yjhhrbPmXI/default.jpg,968198,3,11,2,79,en,0,17,12,122,en
531,531,31,jQYQg2lwLqE,Subscribers tho Unlimited Food Party 😋❤️ mamulga Undadhu mari 🔥🤩#youtubeshorts #shorts,,https://i.ytimg.com/vi/jQYQg2lwLqE/default.jpg,286665,4,10,2,86,en,0,1,0,3,tl
532,532,32,J1qwbiApp0U,Rainbow Friends Blue x Green Mukbang Food Challenge😭Stop Motion Animation #shorts #youtubeshorts,Welcome to Arts and crafts room PINKORO   Today's video is 「Rainbow Friends Rainbow Friends Blue x Green Mukbang Fast ...,https://i.ytimg.com/vi/J1qwbiApp0U/default.jpg,2335368,1,12,2,96,en,0,20,4,121,en
533,533,33,YFKcj5fsVnQ,$3 Dollar Burrito Hack at Chipotle // Food Hacks,Amazon Store https://www.amazon.com/shop/hellthyjunkfood This is an affiliate link Let's Connect ...,https://i.ytimg.com/vi/YFKcj5fsVnQ/default.jpg,12970193,0,8,3,48,en,0,16,11,100,en
534,534,34,wPGYtnv4HSY,Alex and Eric Pretend Play Pizza Drive Thru Restaurant | Funny Food Toys Story,Eric is running a pretend play pizza drive thru and Alex is craving some yummy pizza! Watch to see what happens in this funny ...,https://i.ytimg.com/vi/wPGYtnv4HSY/default.jpg,478231514,0,13,1,78,en,0,24,4,129,en
535,535,35,63g1vKpH-6s,VEG OMLATE | VEG RECIPE | WORLD FOOD TUBE #reels #shorts,Today We are Making our Village style cooking. World Food Tube Vlog Channel LINK ...,https://i.ytimg.com/vi/63g1vKpH-6s/default.jpg,819634,0,9,4,56,en,0,14,4,84,en
536,536,36,4yv_zmP6PEI,చికెన్ పులావ్స్ కాంబో 😍😋👌|Ft.5monkeys Food,chickenpulaos #swaadam9 #shorts #5monkeysfood #shivakumargovindu #telugufoodvideo #telugufoodvlog ...,https://i.ytimg.com/vi/4yv_zmP6PEI/default.jpg,386961,3,12,2,42,te,0,7,9,101,et
537,537,37,aLIqQ69GFzs,DISNEYLAND’S TOP SECRET FOOD 😱😍,,https://i.ytimg.com/vi/aLIqQ69GFzs/default.jpg,26208644,2,5,0,31,de,0,1,0,3,tl
538,538,38,-0JXUDU3W10,They LIED To Us About FOOD 🥪⚠️🍒 w OnlyJayus - #Shorts,,https://i.ytimg.com/vi/-0JXUDU3W10/default.jpg,689585,3,9,2,53,en,0,1,0,3,tl
539,539,39,WE74gE24Gxo,GENIUS FOOD HACKS 🍭 #shorts,Thank you for watching. Subscribe to Mr Degree Music: https://player.epidemicsound.com.,https://i.ytimg.com/vi/WE74gE24Gxo/default.jpg,94559834,1,4,1,27,en,0,13,8,87,en
540,540,40,Ct-lbGsGiLQ,day 1 of no fast food for a month!! doing it AGAIN :),,https://i.ytimg.com/vi/Ct-lbGsGiLQ/default.jpg,326095,0,12,4,53,en,0,1,0,3,tl
541,541,41,qz6VqUf8W64,day 30 of no fast food for 30 days THE FINALE,,https://i.ytimg.com/vi/qz6VqUf8W64/default.jpg,119046,0,11,0,45,en,0,1,0,3,tl
542,542,42,ZZREmrvSvWo,Here’s how airlines serve up food in time for takeoff. #planes #food #airplanefood #travel,"Insider is great journalism about what passionate people actually want to know. That's everything from news to food, celebrity to ...",https://i.ytimg.com/vi/ZZREmrvSvWo/default.jpg,44797,0,15,5,90,en,0,21,6,133,en
543,543,43,4w6Zq8hSn2k,COUNTRY CHICKEN KATTU VARUVAL | VILLAGE STYLE | WORLD FOOD TUBE #reels #shorts,Today We are Making our Village style cooking. World Food Tube Vlog Channel LINK ...,https://i.ytimg.com/vi/4w6Zq8hSn2k/default.jpg,760745,0,11,4,78,en,0,14,4,84,en
544,544,44,q-hjO-pymmM,Healthiest Fast Food Item From Taco Bell!,Social Media's: Instagram: https://www.instagram.com/tommywinkler/ TikTok: https://www.tiktok.com/@tommywinkler? Twitter: ...,https://i.ytimg.com/vi/q-hjO-pymmM/default.jpg,120457,0,7,1,41,en,0,16,23,125,en
545,545,45,FJ9ataF-om8,Took A Challenge of Making Burrito Without Tortilla🤦‍♀️....Pass or Fail🤔#Shorts #Recipe #Food,"Aaj main share kar rahi hu burrito without tortilla. Toh puri recipe dekhiye aur bataye kaisa laga aapko Don't Forget to LIKE, ...",https://i.ytimg.com/vi/FJ9ataF-om8/default.jpg,870579,2,14,7,93,en,0,23,6,130,en
546,546,46,27dWxNT_rRg,what I eat in a day w/ food freedom #whatieatinaday #foodfreedom #shorts,,https://i.ytimg.com/vi/27dWxNT_rRg/default.jpg,177678,0,12,4,72,en,0,1,0,3,tl
547,547,47,VUQ3C2p3J58,Delicious but it ain’t no Canes😌 #bikelife#chicken#yamaha#food,,https://i.ytimg.com/vi/VUQ3C2p3J58/default.jpg,1606051,1,11,4,62,en,0,1,0,3,tl
548,548,48,cjSmO4u9RKo,Starfire&#39;s Food Restaurant | Teen Titans Go! | Cartoon Network,Watch Teen Titans Go! on Cartoon Network and HBOMax. Batman and Commissioner Gordon decide to switch the channel from ...,https://i.ytimg.com/vi/cjSmO4u9RKo/default.jpg,108729,0,10,6,66,en,0,19,5,121,en
549,549,49,rz9y7powHMM,👱🏻‍♀️Mom VS. Daughter!👩🏻Trying Shark Tank Food Products Part-1 sharktankindia #ytshorts,MOM vs. ME: Shark Tank Products! I decided to get my beautiful ever-so-lovely mom in the frame and do a video with her!,https://i.ytimg.com/vi/rz9y7powHMM/default.jpg,1244170,2,12,4,87,en,0,25,6,119,en
550,550,0,lFz2jqCNKRg,Yashi ne dat laga di #youtubeshorts #minivlog #minisuyash,,https://i.ytimg.com/vi/lFz2jqCNKRg/default.jpg,482315,0,8,3,57,id,0,1,0,3,tl
551,551,1,GZwUMDy4ERQ,MI PARTO | precioso FINAL ❤️🤰🏻| @modajustcoco,RESERVA YA El cuco de cristal https://amzn.to/3vNPaTf https://www.instagram.com/familiacoquetesoficial/ ...,https://i.ytimg.com/vi/GZwUMDy4ERQ/default.jpg,132832,2,5,3,45,pt,0,15,15,107,es
552,552,2,rygakgVt_Mw,Happy Holi😍😂 #comedy #chetanmonga #shorts,,https://i.ytimg.com/vi/rygakgVt_Mw/default.jpg,341648,2,5,3,41,en,0,1,0,3,tl
553,553,3,XjmgSh1JzkU,GRAMMY&#39;S VLOG,Come join me as I get ready for the Grammys!,https://i.ytimg.com/vi/XjmgSh1JzkU/default.jpg,59819,0,4,3,17,de,0,10,1,44,en
554,554,4,DJNh_H7rPPQ,IF I FALL I DO A FACE REVEAL 😱👏 *check out my vlog channel @NotAmberVlogs*,,https://i.ytimg.com/vi/DJNh_H7rPPQ/default.jpg,4179528,2,14,3,74,en,0,1,0,3,tl
555,555,5,-IBTuX1t5H0,Jason goes Grocery Shopping Food Store Vlog,Jason and his brother go shopping in a food store! This is a vlog out of Jason's life! Hope you like the video!,https://i.ytimg.com/vi/-IBTuX1t5H0/default.jpg,53243812,0,7,0,43,en,0,24,4,111,en
556,556,6,MhayQkCiz4o,✨Criminal on the Loose?✨ #vlog #dayinthelife #la #losangeles,,https://i.ytimg.com/vi/MhayQkCiz4o/default.jpg,76975,2,8,5,60,en,0,1,0,3,tl
557,557,7,waqQzEZcWvU,@Barbie | RAINBOW Makeup Tutorial 🌈✨ | Barbie Vlogs,"I LOVE rainbows! They're so magical, right? So…I'm sharing a rainbow makeup tutorial on the vlog today! Also – check out my ...",https://i.ytimg.com/vi/waqQzEZcWvU/default.jpg,3888199,2,6,3,51,de,0,24,9,127,en
558,558,8,la9_hNm4mYE,Jon Vlogs Vai Ser Pai?,LIVESTREAM TODOS OS DIAS NA ROXINHA: @jonvlogs ○ Siga nas redes sociais: ✓ INSTA: @jonvlogs ✓ FACE: @jonvlogs ...,https://i.ytimg.com/vi/la9_hNm4mYE/default.jpg,95256,0,5,1,22,de,0,15,10,113,lt
559,559,9,P-BRbesgX6s,laakho ka nuksaan ho gaya😭😭 | #shorts  #vlog #minivlog-163,This is my 161th mini vlog and here ill be uploading such videos related to collage life so stay tuned by subscribing us. Thank You ...,https://i.ytimg.com/vi/P-BRbesgX6s/default.jpg,397461,2,9,5,58,tl,0,25,4,135,en
560,560,10,KWsZh9XE9sQ,@Barbie | What’s In The Box Challenge REMATCH! | Barbie Vlogs,Ken and I had so much fun playing the What's In The Box Challenge that we decided we needed a rematch! Skipper was in ...,https://i.ytimg.com/vi/KWsZh9XE9sQ/default.jpg,6996592,0,10,4,61,de,0,25,5,121,en
561,561,11,A4JHGuz8cns,"Mini Vlog : Movie Day Out, Ellie’s Grooming| A Day In My Life #youtubeshorts #shorts #minivlog #grwm",,https://i.ytimg.com/vi/A4JHGuz8cns/default.jpg,197701,0,17,7,100,en,0,1,0,3,tl
562,562,12,86BV2GujLsw,BABAJI KI NEW PHOTOS AYI SAMNE ! Dekho 😍 ye,"BABAJI NEW PHOTOS AGRA NEWS Hello Dear friends and SANGAT JI I do Travel Videos with knowledge and information, ...",https://i.ytimg.com/vi/86BV2GujLsw/default.jpg,25929,1,8,1,43,id,0,19,4,115,en
563,563,13,BW3YcEwgiyM,This vlog was wild! 😨 You gotta watch it!  #shorts,,https://i.ytimg.com/vi/BW3YcEwgiyM/default.jpg,471543,1,9,3,50,en,0,1,0,3,tl
564,564,14,EIC_MCciszs,Duniya bhar ke Jugaad Krne Pade 😬 Lekin Video bhot hi jabardast bana 🤩 #shorts #vlog,Full Video with Editing Tutorial : https://youtu.be/PhFVeqoBkpo Get Regular Unlimited Creative Short Photography & Videography ...,https://i.ytimg.com/vi/EIC_MCciszs/default.jpg,16265702,2,14,2,84,id,0,16,10,130,en
565,565,15,EogCq5JH8dQ,500k celebration|🥳🥳 thanks to all  #shorts  #vlog #minivlog-162,This is my 161th mini vlog and here ill be uploading such videos related to collage life so stay tuned by subscribing us. Thank You ...,https://i.ytimg.com/vi/EogCq5JH8dQ/default.jpg,602406,2,9,5,63,en,0,25,4,135,en
566,566,16,rxZGCsl7VvA,Jon Vlogs Recebe DM De Anônimo Sobre EMILY GARCIA,LIVESTREAM TODOS OS DIAS NA ROXINHA: @jonvlogs ○ Siga nas redes sociais: ✓ INSTA: @jonvlogs ✓ FACE: @jonvlogs ...,https://i.ytimg.com/vi/rxZGCsl7VvA/default.jpg,2073,0,9,0,49,de,0,15,10,113,lt
567,567,17,tAaaT8Imcms,CHEER WEEKEND Mini Vlog 💜🏆,,https://i.ytimg.com/vi/tAaaT8Imcms/default.jpg,6754,2,4,0,26,hr,0,1,0,3,tl
568,568,18,t5yEm1X3Qzo,Mini Vlog 128 - Painting using GLASS Pen😱 | Grocery Shopping 🛍 🛒 | Riya&#39;s Amazing World,Painting with GLASS Pen   Grocery Shopping FOR NEW VIEWERS! We have 3 Channels: Riya's Amazing World ...,https://i.ytimg.com/vi/t5yEm1X3Qzo/default.jpg,494988,3,14,6,91,tl,0,17,6,104,en
569,569,19,mhqsqV2wnR8,[SKZ VLOG] Felix : Sunshine mini Vlog,"[SKZ VLOG] 필릭스(Felix) : Sunshine mini Vlog ✨ English, Japanese, Chinese, Spanish, Indonesian & Thai subtitles are available ...",https://i.ytimg.com/vi/mhqsqV2wnR8/default.jpg,837543,0,6,3,37,et,1,16,13,127,en
570,570,20,bNEAL3XXYlo,"what i eat in a day *himachal vacation edition* momos, maggi #shorts #foodie #ashortaday #ytshorts","what i eat in a day *himachal vacation edition* momos, maggi #shorts #foodie #ashortaday #ytshorts.",https://i.ytimg.com/vi/bNEAL3XXYlo/default.jpg,127426,0,15,7,98,en,0,15,8,99,en
571,571,21,rajeSQu5_OA,Chota Meetup Hogaya😍 #shorts #vlog,minivlog #thugesh.,https://i.ytimg.com/vi/rajeSQu5_OA/default.jpg,612610,1,5,2,34,en,0,2,2,18,en
572,572,22,G4Igdu0UUyQ,Come with me to get Girl Scout cookies 🍪 | Scott Frenzel #vlog #comealongwithme,,https://i.ytimg.com/vi/G4Igdu0UUyQ/default.jpg,46848,1,12,3,79,en,0,1,0,3,tl
573,573,23,DxH3Wta1VFg,Mini Vlog 59-Buying slimes💜#youtubeshorts #shorts #trending,,https://i.ytimg.com/vi/DxH3Wta1VFg/default.jpg,1048302,1,8,4,59,en,0,1,0,3,tl
574,574,24,xR4uihdFOZM,WEEKEND SHORT VLOG👦,This is weekend short vlog I visited a two tea shop #chickenlollipop #snacks #eveningsnacks #tasty #food #beach.,https://i.ytimg.com/vi/xR4uihdFOZM/default.jpg,149663,1,3,0,19,de,0,17,7,112,en
575,575,25,yXmBojo1dNQ,😍 ఒక ఐడియా 😍 (USA Telugu Food Vlogs),Telugu Vlogs From USA Showing America Food. ❤️ How Donuts Are Made ❤️ ▻ https://youtu.be/1ktuIlHSTMM ...,https://i.ytimg.com/vi/yXmBojo1dNQ/default.jpg,296579,2,7,2,36,et,2,15,9,104,en
576,576,26,dpKqzLFiPoM,Bday mini vlog @AshiKhanna 🕺🏻#Shorts,,https://i.ytimg.com/vi/dpKqzLFiPoM/default.jpg,37790,1,5,2,36,en,0,1,0,3,tl
577,577,27,ISgatbSHFtE,Mini Vlog 127 - DIY Earrings Organizer &amp; NailArt!🎀🤩,DIY Earrings Organizer & NailArt!     FOR NEW VIEWERS! We have 3 Channels: Riya's Amazing World (this one) Riya's ...,https://i.ytimg.com/vi/ISgatbSHFtE/default.jpg,576792,2,8,4,55,de,0,19,11,117,en
578,578,28,TInPWT8oRSg,FIQUEI TRISTE com o JON VLOGS,Inscreva-se no Blaze com o código GROSELHA e receba um bônus de boas-vindas. Você deve ter mais de 18 anos para usar o ...,https://i.ytimg.com/vi/TInPWT8oRSg/default.jpg,40025,0,6,0,29,pt,0,25,6,122,pt
579,579,29,grp3SFo7b7M,[ITZY VLOG] ITZY&#39;s Holiday TEASER,[ITZY VLOG] ITZY's Holiday TEASER MV https://youtu.be/zugAhfd2r0g TITLE http://kko.to/OACKMtlBJg PRE-SAVE ...,https://i.ytimg.com/vi/grp3SFo7b7M/default.jpg,64182,0,7,5,37,en,0,18,17,109,en
580,580,30,NuEEs69lANo,AIIMS diaries-Life in AIIMS🔥|VLOG-15#shorts #shivamrajaiims #neetexam #neetmotivation #aiimsnagpur,This is the 10th mini vlog of the series- AIIMS diaries. This is approximately how your life in AIIMS is gonna be after your NEET ...,https://i.ytimg.com/vi/NuEEs69lANo/default.jpg,14567,1,12,8,98,en,0,25,5,133,en
581,581,31,yeaQMYsNv1U,🚗 Car Service in America (USA Tamil Vlogs) #shorts,"Car Service in America (USA Tamil Vlogs) #shorts If you've enjoyed this video, make sure to Subscribe and turn on the ...",https://i.ytimg.com/vi/yeaQMYsNv1U/default.jpg,1217556,1,8,3,50,en,0,22,8,121,en
